Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://thetaxcalc.com/salary/110000,,-,0.0051928857949741945,n/a,1,301,0.403,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/120000,,-,0.0051928857949741945,n/a,1,301,0.042,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/130000,,-,0.0051928857949741945,n/a,1,301,0.041,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/250000,,-,0.0051928857949741945,n/a,1,301,0.394,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/30000,,-,0.0051928857949741945,n/a,1,301,0.042,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/300000,,-,0.0051928857949741945,n/a,1,301,0.023,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/40000,,-,0.0051928857949741945,n/a,1,301,0.047,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/45000,,-,0.0051928857949741945,n/a,1,301,0.057,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/500000,,-,0.0051928857949741945,n/a,1,301,0.06,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/55000,,-,0.0051928857949741945,n/a,1,301,0.053,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/65000,,-,0.0051928857949741945,n/a,1,301,0.045,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/70000,,-,0.0051928857949741945,n/a,1,301,0.053,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/80000,,-,0.0051928857949741945,n/a,1,301,0.445,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://thetaxcalc.com/salary/90000,,-,0.0051928857949741945,n/a,1,301,0.47,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://www.thetaxcalc.com/,,-,0.0,n/a,0,301,0.013,0,0,0,0,0,-,0,0,1,0,0,-,-,0,0,1,-,
https://thetaxcalc.com/llms.txt,,-,-,n/a,0,200,0.501,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
https://thetaxcalc.com/robots.txt,,-,-,n/a,0,200,0.077,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://thetaxcalc.com/sitemap.xml,,-,-,n/a,0,200,0.419,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
